owner_project,teamno,noofmembers,concerned_years,noofyears,proj_size,proj_language,proj_age,median_pr_merged,stanfordandgender,stanfordandgenderwithoutNAN,eth_stanandnameprism_st,eth_stanandnameprism_st_withoutNAN,knownethnicityprop,knowngenderprop,atleast75genprop,ethblau_st_cat,eth_blau_index,gender_blau_index,project_star_count,project_watchers_count,project_language,project_forks_count
scala_scala,155,8,"['2018', '2017']",2,123866,Scala,2587,27,"['male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'NAN', 'White', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,12340,12340,Scala,2831
scala_scala,114,8,"['2018', '2017', '2016']",3,123866,Scala,2587,16.5,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.875,0.875,1,heterogeneous,0,0,12340,12340,Scala,2831
scala_scala,158,6,"['2018', '2017', '2016', '2015']",4,123866,Scala,2587,17.5,"['male', 'male', 'UnKnown', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male', 'male']","['White', 'White', 'NAN', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,12340,12340,Scala,2831
scala_scala,141,4,"['2018', '2017', '2016', '2014']",4,123866,Scala,2587,16.5,"['male', 'male', 'UnKnown', 'male']","['male', 'male', 'UnKnown', 'male']","['White', 'White', 'NAN', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0,12340,12340,Scala,2831
apache_drill,33,4,['2018'],1,84066,Java,2308,3,"['male', 'female', 'UnKnown', 'male']","['male', 'female', 'UnKnown', 'male']","['API', 'White', 'API', 'White']","['API', 'White', 'API', 'White']",1,0.75,1,heterogeneous,0.5,0.444444444,1317,1317,Java,778
Katello_katello,20,9,"['2018', '2017', '2016']",3,108861,Ruby,2454,14,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
OpenNMS_opennms,19,5,['2018'],1,539329,Java,2090,24,"['UnKnown', 'male', 'male', 'male', 'female']","['UnKnown', 'male', 'male', 'male', 'female']","['NAN', 'White', 'White', 'White', 'API']","['Unknown', 'White', 'White', 'White', 'API']",0.8,0.8,1,heterogeneous,0.375,0.375,471,471,Java,432
OpenNMS_opennms,18,5,"['2018', '2017', '2016']",3,539329,Java,2090,24,"['UnKnown', 'male', 'male', 'male', 'female']","['UnKnown', 'male', 'male', 'male', 'female']","['NAN', 'White', 'White', 'White', 'API']","['Unknown', 'White', 'White', 'White', 'API']",0.8,0.8,1,heterogeneous,0.375,0.375,471,471,Java,432
krb5_krb5,2,3,"['2018', '2017']",2,72276,C,2424,9,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,264,264,C,213
apache_drill,44,4,['2018'],1,84066,Java,2308,0.5,"['unisex', 'male', 'male', 'male']","['unisex', 'male', 'male', 'male']","['API', 'White', 'API', 'API']","['API', 'White', 'API', 'API']",1,1,1,heterogeneous,0.375,0.375,1317,1317,Java,778
Katello_katello,12,4,"['2018', '2017', '2016']",3,108861,Ruby,2454,3,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'Hispanic', 'White']","['White', 'White', 'Hispanic', 'White']",1,1,1,heterogeneous,0.375,0,278,278,Ruby,233
scala_scala,23,6,['2018'],1,123866,Scala,2587,11.5,"['male', 'male', 'male', 'male', 'UnKnown', 'male']","['male', 'male', 'male', 'male', 'UnKnown', 'male']","['White', 'White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'White', 'Unknown', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,12340,12340,Scala,2831
scala_scala,22,6,"['2018', '2017', '2016']",3,123866,Scala,2587,11,"['male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,12340,12340,Scala,2831
Katello_katello,24,8,"['2018', '2017', '2016']",3,108861,Ruby,2454,19.5,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'API', 'White', 'White', 'White', 'API']","['White', 'White', 'White', 'API', 'White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.375,0,278,278,Ruby,233
Katello_katello,23,4,"['2018', '2017', '2016']",3,108861,Ruby,2454,5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,18,9,"['2018', '2017', '2016']",3,108861,Ruby,2454,14,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API', 'White']",1,1,1,heterogeneous,0.197530864,0,278,278,Ruby,233
Katello_katello,48,9,"['2018', '2017', '2016']",3,108861,Ruby,2454,16,"['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White', 'White']",0.888888889,0.888888889,1,heterogeneous,0,0,278,278,Ruby,233
Katello_katello,60,3,"['2018', '2017']",2,108861,Ruby,2454,6,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,17,7,"['2018', '2017', '2016']",3,108861,Ruby,2454,5,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,15,5,"['2018', '2017', '2016']",3,108861,Ruby,2454,6,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,57,5,"['2018', '2017', '2016']",3,108861,Ruby,2454,8,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'API', 'White', 'White']","['White', 'White', 'API', 'White', 'White']",1,1,1,heterogeneous,0.32,0,278,278,Ruby,233
Katello_katello,16,7,"['2018', '2017', '2016']",3,108861,Ruby,2454,2,"['male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,11,5,"['2018', '2017', '2016', '2015']",4,108861,Ruby,2454,2,"['male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male']","['White', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'Hispanic', 'White', 'White']",1,1,1,heterogeneous,0.32,0,278,278,Ruby,233
Katello_katello,90,3,['2018'],1,108861,Ruby,2454,9,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
apache_drill,24,4,['2018'],1,84066,Java,2308,0.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'API', 'White', 'White']","['White', 'API', 'White', 'White']",1,1,1,heterogeneous,0.375,0,1317,1317,Java,778
reciprocity_ggrc-core,77,4,"['2018', '2017']",2,97511,Python,2093,3.5,"['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.375,478,478,Python,335
reciprocity_ggrc-core,18,5,"['2018', '2017']",2,97511,Python,2093,6,"['male', 'male', 'male', 'UnKnown', 'female']","['male', 'male', 'male', 'UnKnown', 'female']","['White', 'White', 'White', 'NAN', 'White']","['White', 'White', 'White', 'Unknown', 'White']",0.8,0.8,1,heterogeneous,0,0.375,478,478,Python,335
neo4j_neo4j,48,5,"['2018', '2017', '2016', '2015']",4,470189,Java,2240,2,"['male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'NAN', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,7188,7188,Java,1727
apache_drill,15,4,['2018'],1,84066,Java,2308,0.5,"['male', 'female', 'male', 'male']","['male', 'female', 'male', 'male']","['White', 'White', 'White', 'API']","['White', 'White', 'White', 'API']",1,1,1,heterogeneous,0.375,0.375,1317,1317,Java,778
neo4j_neo4j,49,5,"['2018', '2017', '2016']",3,470189,Java,2240,1,"['male', 'male', 'UnKnown', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male']","['White', 'White', 'NAN', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0,7188,7188,Java,1727
AliceO2Group_AliceO2,18,4,"['2018', '2017', '2016']",3,171222,C++,1546,15.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,44,44,C++,141
Katello_katello,67,4,"['2018', '2017']",2,108861,Ruby,2454,7,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
apache_storm,40,6,"['2016', '2018']",2,180514,Java,1882,7,"['male', 'unisex', 'male', 'male', 'UnKnown', 'male']","['male', 'unisex', 'male', 'male', 'UnKnown', 'male']","['White', 'API', 'API', 'White', 'White', 'White']","['White', 'API', 'API', 'White', 'White', 'White']",1,0.833333333,1,heterogeneous,0.444444444,0.32,5949,5949,Java,4006
pulp_pulp,27,4,"['2017', '2016', '2018']",3,98189,Python,2338,2,"['female', 'male', 'male', 'female']","['female', 'male', 'male', 'female']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.5,487,487,Python,170
Katello_katello,98,3,['2018'],1,108861,Ruby,2454,2,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
Katello_katello,97,3,['2018'],1,108861,Ruby,2454,1,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
apache_storm,33,6,"['2016', '2018']",2,180514,Java,1882,6.5,"['male', 'unisex', 'unisex', 'UnKnown', 'male', 'male']","['male', 'unisex', 'unisex', 'UnKnown', 'male', 'male']","['White', 'API', 'API', 'White', 'White', 'White']","['White', 'API', 'API', 'White', 'White', 'White']",1,0.833333333,1,heterogeneous,0.444444444,0.48,5949,5949,Java,4006
Katello_katello,84,4,"['2018', '2017']",2,108861,Ruby,2454,9.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
apache_drill,35,4,['2018'],1,84066,Java,2308,1,"['male', 'female', 'UnKnown', 'male']","['male', 'female', 'UnKnown', 'male']","['API', 'White', 'API', 'White']","['API', 'White', 'API', 'White']",1,0.75,1,heterogeneous,0.5,0.444444444,1317,1317,Java,778
apache_drill,36,4,['2018'],1,84066,Java,2308,2.5,"['male', 'female', 'male', 'male']","['male', 'female', 'male', 'male']","['API', 'White', 'Unknown', 'White']","['API', 'White', 'Unknown', 'White']",0.75,1,1,heterogeneous,0.444444444,0.375,1317,1317,Java,778
scala_scala,109,9,['2018'],1,123866,Scala,2587,18,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'Hispanic', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'Hispanic', 'White', 'White']",0.888888889,0.888888889,1,heterogeneous,0.21875,0,12340,12340,Scala,2831
scala_scala,18,5,"['2018', '2017']",2,123866,Scala,2587,12,"['unisex', 'UnKnown', 'male', 'male', 'male']","['unisex', 'UnKnown', 'male', 'male', 'male']","['White', 'NAN', 'White', 'White', 'White']","['White', 'Unknown', 'White', 'White', 'White']",0.8,0.8,1,heterogeneous,0,0.375,12340,12340,Scala,2831
scala_scala,113,9,"['2018', '2017']",2,123866,Scala,2587,18,"['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'NAN', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.888888889,0.888888889,1,heterogeneous,0,0,12340,12340,Scala,2831
scala_scala,170,7,"['2018', '2017']",2,123866,Scala,2587,22,"['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.857142857,0.857142857,1,heterogeneous,0,0,12340,12340,Scala,2831
Katello_katello,9,4,"['2018', '2017', '2016']",3,108861,Ruby,2454,3,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'Hispanic']","['White', 'White', 'White', 'Hispanic']",1,1,1,heterogeneous,0.375,0,278,278,Ruby,233
Katello_katello,49,8,"['2018', '2017', '2016']",3,108861,Ruby,2454,19,"['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'API']","['White', 'White', 'Unknown', 'API', 'White', 'White', 'White', 'API']",0.875,0.875,1,heterogeneous,0.408163265,0,278,278,Ruby,233
Katello_katello,22,8,"['2018', '2017', '2016']",3,108861,Ruby,2454,8,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
reciprocity_ggrc-core,4,4,"['2018', '2017']",2,97511,Python,2093,3.5,"['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0.375,478,478,Python,335
Katello_katello,59,3,"['2018', '2017', '2016', '2015', '2014']",5,108861,Ruby,2454,3,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
reciprocity_ggrc-core,17,4,"['2018', '2017']",2,97511,Python,2093,6.5,"['male', 'male', 'UnKnown', 'male']","['male', 'male', 'UnKnown', 'male']","['White', 'White', 'Unknown', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0,478,478,Python,335
Katello_katello,78,4,"['2018', '2017']",2,108861,Ruby,2454,0.5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,278,278,Ruby,233
pulp_pulp,26,4,"['2017', '2018']",2,98189,Python,2338,8.5,"['female', 'male', 'UnKnown', 'male']","['female', 'male', 'UnKnown', 'male']","['White', 'White', 'NAN', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0.444444444,487,487,Python,170
scala_scala,156,8,"['2018', '2017']",2,123866,Scala,2587,25.5,"['male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['male', 'UnKnown', 'UnKnown', 'male', 'male', 'male', 'male', 'male']","['White', 'Unknown', 'NAN', 'White', 'White', 'White', 'White', 'White']","['White', 'Unknown', 'Unknown', 'White', 'White', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,12340,12340,Scala,2831
oat-sa_extension-tao-testqti,2,3,"['2016', '2017', '2015', '2018']",4,80516,PHP,1623,2,"['male', 'male', 'male']","['male', 'male', 'male']","['White', 'White', 'White']","['White', 'White', 'White']",1,1,1,homogeneous,0,0,6,6,PHP,8
apache_drill,37,4,['2018'],1,84066,Java,2308,0.5,"['male', 'unisex', 'male', 'UnKnown']","['male', 'unisex', 'male', 'UnKnown']","['API', 'API', 'White', 'API']","['API', 'API', 'White', 'API']",1,0.75,1,heterogeneous,0.375,0.444444444,1317,1317,Java,778
OpenNMS_opennms,4,4,"['2018', '2017', '2016', '2015']",4,539329,Java,2090,5,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,471,471,Java,432
OpenNMS_opennms,12,4,"['2018', '2017', '2016', '2015']",4,539329,Java,2090,6,"['UnKnown', 'male', 'male', 'male']","['UnKnown', 'male', 'male', 'male']","['NAN', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White']",0.75,0.75,1,heterogeneous,0,0,471,471,Java,432
reciprocity_ggrc-core,3,5,"['2018', '2017']",2,97511,Python,2093,6,"['male', 'male', 'male', 'female', 'male']","['male', 'male', 'male', 'female', 'male']","['White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'Unknown', 'White']",0.8,1,1,heterogeneous,0,0.32,478,478,Python,335
Katello_katello,19,9,"['2018', '2017', '2016']",3,108861,Ruby,2454,14,"['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['male', 'male', 'male', 'male', 'male', 'male', 'male', 'male', 'UnKnown']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API', 'NAN']","['White', 'White', 'White', 'White', 'White', 'White', 'White', 'API', 'Unknown']",0.888888889,0.888888889,1,heterogeneous,0.21875,0,278,278,Ruby,233
OpenNMS_opennms,17,6,"['2018', '2017', '2016', '2015', '2014']",5,539329,Java,2090,19,"['UnKnown', 'male', 'male', 'male', 'male', 'male']","['UnKnown', 'male', 'male', 'male', 'male', 'male']","['NAN', 'White', 'White', 'White', 'White', 'White']","['Unknown', 'White', 'White', 'White', 'White', 'White']",0.833333333,0.833333333,1,heterogeneous,0,0,471,471,Java,432
krb5_krb5,3,4,"['2018', '2017', '2016', '2015']",4,72276,C,2424,5.5,"['male', 'male', 'UnKnown', 'unisex']","['male', 'male', 'UnKnown', 'unisex']","['White', 'White', 'NAN', 'API']","['White', 'White', 'Unknown', 'API']",0.75,0.75,1,heterogeneous,0.444444444,0.444444444,264,264,C,213
scala_scala,171,7,"['2018', '2017']",2,123866,Scala,2587,12,"['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['male', 'male', 'UnKnown', 'male', 'male', 'male', 'male']","['White', 'White', 'NAN', 'White', 'White', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White', 'White', 'White']",0.857142857,0.857142857,1,heterogeneous,0,0,12340,12340,Scala,2831
reciprocity_ggrc-core,74,5,"['2018', '2017']",2,97511,Python,2093,17,"['female', 'male', 'male', 'female', 'male']","['female', 'male', 'male', 'female', 'male']","['White', 'White', 'White', 'Unknown', 'White']","['White', 'White', 'White', 'Unknown', 'White']",0.8,1,1,heterogeneous,0,0.48,478,478,Python,335
reciprocity_ggrc-core,63,5,"['2018', '2017']",2,97511,Python,2093,12,"['unisex', 'female', 'female', 'male', 'male']","['unisex', 'female', 'female', 'male', 'male']","['White', 'White', 'Unknown', 'White', 'White']","['White', 'White', 'Unknown', 'White', 'White']",0.8,1,1,heterogeneous,0,0.64,478,478,Python,335
jbosstools_jbosstools-openshift,9,4,"['2018', '2017']",2,20917,Java,2263,16,"['male', 'male', 'male', 'male']","['male', 'male', 'male', 'male']","['White', 'White', 'White', 'White']","['White', 'White', 'White', 'White']",1,1,1,homogeneous,0,0,16,16,Java,60
reciprocity_ggrc-core,5,4,"['2018', '2017']",2,97511,Python,2093,3,"['male', 'male', 'UnKnown', 'male']","['male', 'male', 'UnKnown', 'male']","['White', 'White', 'Unknown', 'White']","['White', 'White', 'Unknown', 'White']",0.75,0.75,1,heterogeneous,0,0,478,478,Python,335
